Total,Year,residence,region,wealth_q,elderly_hoh,sex_hoh,sex_ch,mother_edu,age_in_months,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,ch_age_cat_6_59,chweight,breastmilk,cont_1223_bf
Total,2000,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,10.0,0,0,100,0,100,100,0.977748,100,
Total,2000,Urban,Coastal,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,5.0,100,0,0,0,0,0,0.977748,100,
Total,2000,Urban,Coastal,Poor,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,6.0,0,100,0,0,100,100,0.977748,100,
Total,2000,Urban,Coastal,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,3.0,100,0,0,0,0,0,0.977748,100,
Total,2000,Urban,Plateau,Poorest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,12.0,0,0,100,100,100,100,0.664111,100,100.0
Total,2000,Urban,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,41.0,0,0,0,0,0,100,0.664111,0,
Total,2000,Urban,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,18.0,0,0,100,100,100,100,0.664111,100,100.0
Total,2000,Urban,Plateau,Poorest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: None/ECE,,0,0,0,0,0,0,0.664111,0,
Total,2000,Urban,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,25.0,0,0,0,0,0,100,0.664111,100,
Total,2000,Urban,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,18.0,0,0,100,100,100,100,0.664111,100,100.0
Total,2000,Urban,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,23.0,0,0,100,100,100,100,0.664111,0,0.0
Total,2000,Urban,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,26.0,0,0,0,0,0,100,0.664111,100,
Total,2000,Urban,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,37.0,0,0,0,0,0,100,0.664111,100,
Total,2000,Urban,Plateau,Poorest,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,52.0,0,0,0,0,0,100,0.664111,0,
Total,2000,Urban,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,,0,0,0,0,0,0,0.664111,0,
Total,2000,Urban,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,29.0,0,0,0,0,0,100,0.511459,100,
Total,2000,Urban,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,1.0,100,0,0,0,0,0,0.511459,100,
Total,2000,Urban,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,27.0,0,0,0,0,0,100,0.511459,0,
Total,2000,Urban,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,40.0,0,0,0,0,0,100,0.511459,0,
Total,2000,Urban,Plateau,Poorest,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,2.0,100,0,0,0,0,0,0.511459,100,
Total,2000,Urban,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,33.0,0,0,0,0,0,100,0.511459,0,
Total,2000,Urban,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,32.0,0,0,0,0,0,100,0.511459,0,
Total,2000,Urban,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,29.0,0,0,0,0,0,100,0.511459,100,
Total,2000,Urban,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,24.0,0,0,0,0,0,100,0.511459,100,
Total,2000,Urban,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,11.0,0,0,100,0,100,100,0.511459,100,
Total,2000,Urban,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,11.0,0,0,100,0,100,100,0.511459,0,
Total,2000,Urban,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,39.0,0,0,0,0,0,100,0.511459,0,
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,10.0,0,0,100,0,100,100,0.511015,100,
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,2.0,100,0,0,0,0,0,0.511015,100,
Total,2000,Urban,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,21.0,0,0,100,100,100,100,0.511015,0,0.0
Total,2000,Urban,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,25.0,0,0,0,0,0,100,0.511015,0,
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,55.0,0,0,0,0,0,100,0.511015,0,
Total,2000,Urban,Plateau,Richest,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,12.0,0,0,100,100,100,100,0.511015,100,100.0
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,15.0,0,0,100,100,100,100,0.511015,100,100.0
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,16.0,0,0,100,100,100,100,0.511015,0,0.0
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,4.0,100,0,0,0,0,0,0.511015,100,
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,40.0,0,0,0,0,0,100,0.511015,0,
Total,2000,Urban,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,48.0,0,0,0,0,0,100,0.511015,0,
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,17.0,0,0,100,100,100,100,0.511015,0,0.0
Total,2000,Urban,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,50.0,0,0,0,0,0,100,0.511015,0,
Total,2000,Urban,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,,0,0,0,0,0,0,0.511015,0,
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,6.0,0,100,0,0,100,100,0.511015,100,
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,6.0,0,100,0,0,100,100,0.511015,100,
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,25.0,0,0,0,0,0,100,0.511015,100,
Total,2000,Urban,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,16.0,0,0,100,100,100,100,0.511015,100,100.0
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,4.0,100,0,0,0,0,0,0.512727,100,
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,5.0,100,0,0,0,0,0,0.512727,100,
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,49.0,0,0,0,0,0,100,0.512727,0,
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,28.0,0,0,0,0,0,100,0.512727,0,
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,37.0,0,0,0,0,0,100,0.512727,0,
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,29.0,0,0,0,0,0,100,0.512727,0,
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,8.0,0,100,0,0,100,100,0.512727,100,
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,36.0,0,0,0,0,0,100,0.512727,0,
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,38.0,0,0,0,0,0,100,0.512727,100,
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,,0,0,0,0,0,0,0.514238,0,
Total,2000,Urban,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,53.0,0,0,0,0,0,100,0.514238,0,
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,7.0,0,100,0,0,100,100,0.514238,100,
Total,2000,Urban,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,5.0,100,0,0,0,0,0,0.514238,100,
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,27.0,0,0,0,0,0,100,0.514238,100,
Total,2000,Urban,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,25.0,0,0,0,0,0,100,0.514238,0,
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,3.0,100,0,0,0,0,0,0.514238,100,
Total,2000,Urban,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,1.0,100,0,0,0,0,0,0.514238,100,
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,2.0,100,0,0,0,0,0,0.514238,100,
Total,2000,Urban,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,42.0,0,0,0,0,0,100,0.514238,0,
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,52.0,0,0,0,0,0,100,0.514238,0,
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,44.0,0,0,0,0,0,100,0.514238,0,
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,37.0,0,0,0,0,0,100,0.514238,0,
Total,2000,Urban,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,5.0,100,0,0,0,0,0,0.514238,100,
Total,2000,Urban,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,43.0,0,0,0,0,0,100,0.515879,0,
Total,2000,Urban,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,34.0,0,0,0,0,0,100,0.515879,0,
Total,2000,Urban,Plateau,Poorest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,3.0,100,0,0,0,0,0,0.515879,100,
Total,2000,Urban,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,13.0,0,0,100,100,100,100,0.515879,100,100.0
Total,2000,Urban,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,17.0,0,0,100,100,100,100,0.515879,100,100.0
Total,2000,Urban,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,42.0,0,0,0,0,0,100,0.515879,0,
Total,2000,Urban,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,8.0,0,100,0,0,100,100,0.515879,100,
Total,2000,Urban,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,13.0,0,0,100,100,100,100,0.515879,100,100.0
Total,2000,Urban,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0.0,100,0,0,0,0,0,0.515879,100,
Total,2000,Urban,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,19.0,0,0,100,100,100,100,0.515879,100,100.0
Total,2000,Urban,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,,0,0,0,0,0,0,0.515879,0,
Total,2000,Urban,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,50.0,0,0,0,0,0,100,0.515879,0,
Total,2000,Urban,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,2.0,100,0,0,0,0,0,0.515879,100,
Total,2000,Urban,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,13.0,0,0,100,100,100,100,0.515879,100,100.0
Total,2000,Urban,Plateau,Poor,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,,0,0,0,0,0,0,0.515879,0,
Total,2000,Rural,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,49.0,0,0,0,0,0,100,0.557248,0,
Total,2000,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,5.0,100,0,0,0,0,0,0.557248,100,
Total,2000,Rural,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,30.0,0,0,0,0,0,100,0.557248,100,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,16.0,0,0,100,100,100,100,0.557248,100,100.0
Total,2000,Rural,Plateau,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,49.0,0,0,0,0,0,100,0.557248,0,
Total,2000,Rural,Plateau,Rich,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,3.0,100,0,0,0,0,0,0.557248,100,
Total,2000,Rural,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,38.0,0,0,0,0,0,100,0.557248,0,
Total,2000,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,33.0,0,0,0,0,0,100,0.557248,0,
Total,2000,Rural,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,55.0,0,0,0,0,0,100,0.563321,0,
Total,2000,Rural,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,14.0,0,0,100,100,100,100,0.563321,100,100.0
Total,2000,Rural,Plateau,Richest,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,14.0,0,0,100,100,100,100,0.563321,100,100.0
Total,2000,Rural,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,49.0,0,0,0,0,0,100,0.563321,0,
Total,2000,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,52.0,0,0,0,0,0,100,0.563321,0,
Total,2000,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,8.0,0,100,0,0,100,100,0.563321,100,
Total,2000,Rural,Plateau,Middle,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,33.0,0,0,0,0,0,100,0.563321,0,
Total,2000,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,6.0,0,100,0,0,100,100,0.563321,100,
Total,2000,Rural,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,44.0,0,0,0,0,0,100,0.563321,0,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,40.0,0,0,0,0,0,100,0.563321,0,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,32.0,0,0,0,0,0,100,0.563321,0,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,2.0,100,0,0,0,0,0,0.563321,100,
Total,2000,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,6.0,0,100,0,0,100,100,0.563321,100,
Total,2000,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,38.0,0,0,0,0,0,100,0.563321,100,
Total,2000,Rural,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,59.0,0,0,0,0,0,100,0.567596,0,
Total,2000,Rural,Plateau,Middle,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,53.0,0,0,0,0,0,100,0.567596,0,
Total,2000,Rural,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,,0,0,0,0,0,0,0.567596,0,
Total,2000,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,29.0,0,0,0,0,0,100,0.567596,0,
Total,2000,Rural,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,37.0,0,0,0,0,0,100,0.567596,0,
Total,2000,Rural,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,51.0,0,0,0,0,0,100,0.567596,0,
Total,2000,Rural,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,5.0,100,0,0,0,0,0,0.567596,100,
Total,2000,Rural,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,7.0,0,100,0,0,100,100,0.567596,100,
Total,2000,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,39.0,0,0,0,0,0,100,0.567596,100,
Total,2000,Rural,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,17.0,0,0,100,100,100,100,0.567596,100,100.0
Total,2000,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,41.0,0,0,0,0,0,100,0.567596,0,
Total,2000,Rural,Plateau,Middle,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,40.0,0,0,0,0,0,100,0.567596,0,
Total,2000,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,3.0,100,0,0,0,0,0,0.567596,100,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,4.0,100,0,0,0,0,0,0.567596,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,38.0,0,0,0,0,0,100,0.55851,0,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,11.0,0,0,100,0,100,100,0.55851,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,,0,0,0,0,0,0,0.55851,0,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,8.0,0,100,0,0,100,100,0.55851,100,
Total,2000,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,,0,0,0,0,0,0,0.55851,0,
Total,2000,Rural,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,13.0,0,0,100,100,100,100,0.55851,100,100.0
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,5.0,100,0,0,0,0,0,0.55851,100,
Total,2000,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,,0,0,0,0,0,0,0.55851,0,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,26.0,0,0,0,0,0,100,0.55851,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,14.0,0,0,100,100,100,100,0.55851,0,0.0
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,2.0,100,0,0,0,0,0,0.55851,100,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,10.0,0,0,100,0,100,100,0.55851,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,42.0,0,0,0,0,0,100,0.55851,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,9.0,0,0,100,0,100,100,0.55851,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,49.0,0,0,0,0,0,100,0.55851,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,7.0,0,100,0,0,100,100,0.55851,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,28.0,0,0,0,0,0,100,0.55851,0,
Total,2000,Rural,Plateau,Middle,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,3.0,100,0,0,0,0,0,0.570229,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,3.0,100,0,0,0,0,0,0.570229,100,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,4.0,100,0,0,0,0,0,0.570229,100,
Total,2000,Rural,Plateau,Middle,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,24.0,0,0,0,0,0,100,0.570229,0,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: None/ECE,7.0,0,100,0,0,100,100,0.570229,100,
Total,2000,Rural,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,7.0,0,100,0,0,100,100,0.570229,100,
Total,2000,Rural,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,26.0,0,0,0,0,0,100,0.570229,0,
Total,2000,Rural,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,40.0,0,0,0,0,0,100,0.570229,0,
Total,2000,Rural,Plateau,Middle,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,5.0,100,0,0,0,0,0,0.570229,0,
Total,2000,Rural,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,41.0,0,0,0,0,0,100,0.570229,0,
Total,2000,Rural,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,3.0,100,0,0,0,0,0,0.570229,100,
Total,2000,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,40.0,0,0,0,0,0,100,0.570229,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,14.0,0,0,100,100,100,100,0.565016,100,100.0
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,28.0,0,0,0,0,0,100,0.565016,100,
Total,2000,Rural,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,28.0,0,0,0,0,0,100,0.565016,0,
Total,2000,Rural,Plateau,Middle,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Secondary,7.0,0,100,0,0,100,100,0.565016,100,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,13.0,0,0,100,100,100,100,0.565016,100,100.0
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,17.0,0,0,100,100,100,100,0.565016,100,100.0
Total,2000,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,35.0,0,0,0,0,0,100,0.565016,0,
Total,2000,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,14.0,0,0,100,100,100,100,0.565016,100,100.0
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,36.0,0,0,0,0,0,100,0.565016,0,
Total,2000,Rural,Plateau,Poor,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Primary,38.0,0,0,0,0,0,100,0.565016,0,
Total,2000,Rural,Plateau,Rich,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,7.0,0,100,0,0,100,100,0.565016,100,
Total,2000,Rural,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,6.0,0,100,0,0,100,100,0.565016,100,
Total,2000,Rural,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,19.0,0,0,100,100,100,100,0.565016,0,0.0
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,28.0,0,0,0,0,0,100,0.565016,0,
Total,2000,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,43.0,0,0,0,0,0,100,0.565016,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,23.0,0,0,100,100,100,100,0.565016,0,0.0
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,39.0,0,0,0,0,0,100,0.565016,0,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,,0,0,0,0,0,0,0.565016,0,
Total,2000,Rural,Plateau,Rich,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,49.0,0,0,0,0,0,100,0.565016,0,
Total,2000,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,,0,0,0,0,0,0,0.565016,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,29.0,0,0,0,0,0,100,0.565016,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,4.0,100,0,0,0,0,0,0.565016,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,47.0,0,0,0,0,0,100,0.650826,0,
Total,2000,Rural,Plateau,Rich,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,56.0,0,0,0,0,0,100,0.650826,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,15.0,0,0,100,100,100,100,0.650826,100,100.0
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,31.0,0,0,0,0,0,100,0.650826,100,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,12.0,0,0,100,100,100,100,0.650826,100,100.0
Total,2000,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,39.0,0,0,0,0,0,100,0.650826,0,
Total,2000,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0.0,100,0,0,0,0,0,0.650826,100,
