Total,Year,residence,region,wealth_q,elderly_hoh,sex_hoh,sex_ch,mother_edu,age_in_months,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,ch_age_cat_6_59,chweight,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,grains,legumes,dairy,flesh,eggs,vitaminA,other,mdd_ch,formula_times,other_milk_times,yogurt_times,solid_semi_soft_times,mmf_bf_68,mmf_bf_923,solid_semi_soft_milk_times,mmf_nbf_623,mmf_ch,mad_bf_623,milk_feeds_2,mad_nbf_623,mad_ch
Total,2014,Urban,Coastal,Richest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,55.0,0,0,0,0,0,100,0.352682,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Rich,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,30.0,0,0,0,0,0,100,0.352682,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Rich,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,11.0,0,0,100,0,100,100,0.352682,100,0,0,,,100,0,0,100,0,100,100,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0
Total,2014,Urban,Coastal,Rich,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,,0,0,0,0,0,0,0.352682,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,54.0,0,0,0,0,0,100,0.352682,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,6.0,0,100,0,0,100,100,0.352682,0,0,0,,,0,0,100,0,0,0,0,0.0,,,,7.0,0,0,100,100,100.0,0,0,0,0.0
Total,2014,Urban,Coastal,Richest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,,0,0,0,0,0,0,0.381416,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Richest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,38.0,0,0,0,0,0,100,0.381416,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,23.0,0,0,100,100,100,100,0.381416,0,0,0,,0.0,100,0,100,0,100,100,100,100.0,5.0,,,7.0,0,0,100,100,100.0,0,100,100,100.0
Total,2014,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,58.0,0,0,0,0,0,100,0.381416,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Richest,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,33.0,0,0,0,0,0,100,0.381416,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Richest,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,4.0,100,0,0,0,0,0,0.381416,100,0,0,0.0,,0,0,100,0,0,0,0,,7.0,,,7.0,0,0,100,0,,0,100,0,
Total,2014,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,10.0,0,0,100,0,100,100,0.381416,100,0,0,,,100,0,100,100,0,100,100,100.0,,3.0,,3.0,0,100,100,0,100.0,100,100,0,100.0
Total,2014,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,45.0,0,0,0,0,0,100,0.381416,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,22.0,0,0,100,100,100,100,0.381416,0,0,0,,0.0,100,0,100,100,0,100,0,0.0,,5.0,,7.0,0,0,100,100,100.0,0,100,0,0.0
Total,2014,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,,0,0,0,0,0,0,0.381416,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,58.0,0,0,0,0,0,100,0.381416,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,46.0,0,0,0,0,0,100,0.54273,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Richest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: None/ECE,46.0,0,0,0,0,0,100,0.54273,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,6.0,0,100,0,0,100,100,0.54273,100,0,100,,,0,0,100,0,0,0,0,0.0,3.0,,,,0,0,0,0,0.0,0,100,0,0.0
Total,2014,Rural,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,18.0,0,0,100,100,100,100,0.54273,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,,,,5.0,0,100,100,0,100.0,0,0,0,0.0
Total,2014,Rural,Coastal,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,2.0,100,0,0,0,0,0,0.54273,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,39.0,0,0,0,0,0,100,0.54273,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,,0,0,0,0,0,0,0.54273,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,54.0,0,0,0,0,0,100,0.54273,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Richest,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,58.0,0,0,0,0,0,100,0.54273,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,28.0,0,0,0,0,0,100,0.54273,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,16.0,0,0,100,100,100,100,0.376653,0,0,0,,0.0,100,0,100,100,100,100,100,100.0,6.0,,,3.0,0,0,100,100,100.0,0,100,100,100.0
Total,2014,Rural,Coastal,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,,0,0,0,0,0,0,0.376653,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,18.0,0,0,100,100,100,100,0.376653,0,0,0,,0.0,100,0,0,100,100,100,100,100.0,,,,3.0,0,0,0,0,0.0,0,0,0,0.0
Total,2014,Rural,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,12.0,0,0,100,100,100,100,0.376653,100,0,0,,100.0,100,0,0,100,100,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2014,Rural,Coastal,Richest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,20.0,0,0,100,100,100,100,0.376653,0,0,0,,0.0,100,100,0,100,100,100,100,100.0,,,,3.0,0,0,0,0,0.0,0,0,0,0.0
Total,2014,Rural,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,1.0,100,0,0,0,0,0,0.376653,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,55.0,0,0,0,0,0,100,0.376653,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Richest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,27.0,0,0,0,0,0,100,0.376653,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,32.0,0,0,0,0,0,100,0.376653,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,19.0,0,0,100,100,100,100,0.376653,0,0,0,,0.0,100,0,100,0,100,0,0,0.0,3.0,3.0,,3.0,0,0,100,100,100.0,0,100,0,0.0
Total,2014,Rural,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,54.0,0,0,0,0,0,100,0.376653,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Rich,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: None/ECE,40.0,0,0,0,0,0,100,0.376653,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,2.0,100,0,0,0,0,0,0.376653,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,7.0,0,100,0,0,100,100,0.376653,100,0,0,,,100,0,0,100,0,0,0,0.0,,,,3.0,100,0,0,0,100.0,0,0,0,0.0
Total,2014,Rural,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,32.0,0,0,0,0,0,100,0.137017,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,32.0,0,0,0,0,0,100,0.137017,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Poor,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,28.0,0,0,0,0,0,100,0.137017,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,20.0,0,0,100,100,100,100,0.137017,100,0,0,,100.0,100,0,0,100,100,100,100,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0
Total,2014,Rural,Coastal,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,24.0,0,0,0,0,0,100,0.137017,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,54.0,0,0,0,0,0,100,0.137017,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Rich,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,23.0,0,0,100,100,100,100,0.137017,100,0,0,,100.0,100,100,0,100,0,100,100,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0
Total,2014,Rural,Coastal,Poorest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,6.0,0,100,0,0,100,100,0.137017,100,0,0,,,100,0,0,100,100,100,0,100.0,,,,3.0,100,0,0,0,100.0,100,0,0,100.0
Total,2014,Rural,Coastal,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,14.0,0,0,100,100,100,100,0.331259,100,0,0,,100.0,100,0,0,100,0,0,0,0.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0
Total,2014,Rural,Coastal,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,1.0,100,0,0,0,0,0,0.331259,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,38.0,0,0,0,0,0,100,0.331259,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,56.0,0,0,0,0,0,100,0.331259,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,33.0,0,0,0,0,0,100,0.331259,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,48.0,0,0,0,0,0,100,0.331259,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Poorest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: None/ECE,3.0,100,0,0,0,0,0,0.331259,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,36.0,0,0,0,0,0,100,0.331259,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Richest,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,21.0,0,0,100,100,100,100,0.228408,100,100,100,,100.0,0,0,0,0,0,0,0,0.0,,,,,0,0,0,0,0.0,0,0,0,0.0
Total,2014,Urban,Coastal,Richest,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,2.0,100,0,0,0,0,0,0.228408,0,0,100,0.0,,0,0,100,0,0,0,0,,6.0,,,,0,0,100,0,,0,100,0,
Total,2014,Urban,Coastal,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Higher,,0,0,0,0,0,0,0.228408,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Rich,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Secondary,28.0,0,0,0,0,0,100,0.228408,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Richest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,8.0,0,100,0,0,100,100,0.228408,100,0,0,,,100,0,0,0,100,100,100,100.0,,,,3.0,100,0,0,0,100.0,100,0,0,100.0
Total,2014,Urban,Coastal,Rich,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: None/ECE,57.0,0,0,0,0,0,100,0.228408,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,40.0,0,0,0,0,0,100,0.228408,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Rich,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,25.0,0,0,0,0,0,100,0.228408,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Rich,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,57.0,0,0,0,0,0,100,0.228408,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,41.0,0,0,0,0,0,100,0.350492,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,38.0,0,0,0,0,0,100,0.350492,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,46.0,0,0,0,0,0,100,0.350492,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,20.0,0,0,100,100,100,100,0.350492,100,0,0,,100.0,100,0,100,100,100,100,100,100.0,,1.0,,3.0,0,100,100,0,100.0,100,0,0,100.0
Total,2014,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,22.0,0,0,100,100,100,100,0.350492,0,0,0,,0.0,100,0,0,100,100,100,100,100.0,,,,5.0,0,0,100,100,100.0,0,0,0,0.0
Total,2014,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,29.0,0,0,0,0,0,100,0.350492,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,10.0,0,0,100,0,100,100,0.350492,100,0,0,,,100,0,0,100,0,100,0,0.0,,,,4.0,0,100,100,0,100.0,0,0,0,0.0
Total,2014,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,16.0,0,0,100,100,100,100,0.350492,100,0,0,,100.0,100,0,0,100,0,100,100,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0
Total,2014,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,15.0,0,0,100,100,100,100,0.350492,100,0,0,,100.0,100,0,0,100,100,100,100,100.0,,,,4.0,0,100,100,0,100.0,100,0,0,100.0
Total,2014,Rural,Coastal,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,14.0,0,0,100,100,100,100,0.408546,0,0,0,,0.0,100,0,100,0,0,0,0,0.0,,6.0,,3.0,0,0,100,100,100.0,0,100,0,0.0
Total,2014,Rural,Coastal,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,27.0,0,0,0,0,0,100,0.408546,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,55.0,0,0,0,0,0,100,0.408546,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,31.0,0,0,0,0,0,100,0.408546,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,4.0,100,0,0,0,0,0,0.408546,100,0,100,0.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,28.0,0,0,0,0,0,100,0.408546,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,40.0,0,0,0,0,0,100,0.408546,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,1.0,100,0,0,0,0,0,0.408546,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Coastal,Poor,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: None/ECE,22.0,0,0,100,100,100,100,0.408546,0,0,0,,0.0,100,0,100,100,0,100,100,100.0,,3.0,,3.0,0,0,100,100,100.0,0,100,100,100.0
Total,2014,Rural,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,11.0,0,0,100,0,100,100,0.408546,100,0,0,,,100,0,0,100,0,100,0,0.0,,,,4.0,0,100,100,0,100.0,0,0,0,0.0
Total,2014,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,28.0,0,0,0,0,0,100,0.64549,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,13.0,0,0,100,100,100,100,0.64549,100,0,0,,100.0,100,100,0,100,100,100,0,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0
Total,2014,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,8.0,0,100,0,0,100,100,0.64549,100,0,0,,,100,0,100,100,0,0,0,0.0,1.0,,,3.0,100,0,100,0,100.0,0,0,0,0.0
Total,2014,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,33.0,0,0,0,0,0,100,0.64549,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,49.0,0,0,0,0,0,100,0.64549,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,2.0,100,0,0,0,0,0,0.64549,100,0,100,0.0,,0,0,100,0,0,0,0,,1.0,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,29.0,0,0,0,0,0,100,0.64549,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,34.0,0,0,0,0,0,100,0.64549,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,44.0,0,0,0,0,0,100,0.64549,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,6.0,0,100,0,0,100,100,0.64549,100,0,100,,,0,0,100,0,0,0,0,0.0,,,,,0,0,0,0,0.0,0,0,0,0.0
Total,2014,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,35.0,0,0,0,0,0,100,0.64549,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,27.0,0,0,0,0,0,100,0.64549,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,57.0,0,0,0,0,0,100,0.64549,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Richest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Higher,48.0,0,0,0,0,0,100,0.274888,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,52.0,0,0,0,0,0,100,0.274888,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Richest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Higher,11.0,0,0,100,0,100,100,0.274888,0,0,0,,,0,0,100,100,100,100,0,0.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0
Total,2014,Urban,Coastal,Richest,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Primary,45.0,0,0,0,0,0,100,0.274888,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Richest,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,12.0,0,0,100,100,100,100,0.274888,100,0,0,,100.0,100,0,100,100,100,100,0,100.0,,1.0,,5.0,0,100,100,0,100.0,100,0,0,100.0
Total,2014,Urban,Coastal,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,24.0,0,0,0,0,0,100,0.274888,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,31.0,0,0,0,0,0,100,0.274888,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Richest,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Primary,14.0,0,0,100,100,100,100,0.274888,100,0,0,,100.0,100,0,0,100,0,0,100,0.0,,,,4.0,0,100,100,0,100.0,0,0,0,0.0
Total,2014,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,,0,0,0,0,0,0,0.274888,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,15.0,0,0,100,100,100,100,0.274888,100,0,0,,100.0,100,0,0,100,100,100,100,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0
Total,2014,Urban,Coastal,Rich,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,48.0,0,0,0,0,0,100,0.274888,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,29.0,0,0,0,0,0,100,0.362404,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Coastal,Richest,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Higher,38.0,0,0,0,0,0,100,0.362404,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
