Total,Year,residence,region,wealth_q,elderly_hoh,sex_hoh,sex_ch,mother_edu,age_in_months,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,ch_age_cat_6_59,chweight,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,grains,legumes,dairy,flesh,eggs,vitaminA,other,mdd_ch,formula_times,other_milk_times,yogurt_times,solid_semi_soft_times,mmf_bf_68,mmf_bf_923,solid_semi_soft_milk_times,mmf_nbf_623,mmf_ch,mad_bf_623,milk_feeds_2,mad_nbf_623,mad_ch
Total,2010,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,3.0,100,0,0,0,0,0,1.727182,100,0,100,0.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,52.0,0,0,0,0,0,100,1.727182,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,34.0,0,0,0,0,0,100,1.607929,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,23.0,0,0,100,100,100,100,1.607929,0,0,0,,0.0,100,0,100,100,100,100,0,100.0,,1.0,,3.0,0,0,100,100,100.0,0,0,0,0.0
Total,2010,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,42.0,0,0,0,0,0,100,1.607929,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,30.0,0,0,0,0,0,100,1.607929,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Middle,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,37.0,0,0,0,0,0,100,1.607929,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Poorest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,58.0,0,0,0,0,0,100,1.607929,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,43.0,0,0,0,0,0,100,1.607929,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,47.0,0,0,0,0,0,100,1.607929,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,38.0,0,0,0,0,0,100,1.607929,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Middle,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,51.0,0,0,0,0,0,100,1.607929,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Poorest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,17.0,0,0,100,100,100,100,1.607929,100,0,0,,100.0,100,0,0,100,100,100,0,100.0,,,,5.0,0,100,100,0,100.0,100,0,0,100.0
Total,2010,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,33.0,0,0,0,0,0,100,1.607929,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,29.0,0,0,0,0,0,100,1.403935,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,51.0,0,0,0,0,0,100,1.403935,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,20.0,0,0,100,100,100,100,1.403935,100,0,0,,100.0,100,0,0,0,100,0,100,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,28.0,0,0,0,0,0,100,1.403935,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,40.0,0,0,0,0,0,100,1.403935,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,20.0,0,0,100,100,100,100,1.403935,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Plain,Rich,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,17.0,0,0,100,100,100,100,1.403935,100,0,0,,100.0,100,0,0,0,100,100,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,56.0,0,0,0,0,0,100,1.403935,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Richest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,53.0,0,0,0,0,0,100,1.403935,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Poor,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,14.0,0,0,100,100,100,100,1.403935,0,0,0,,0.0,100,0,0,100,100,100,0,0.0,,,,4.0,0,0,100,100,100.0,0,0,0,0.0
Total,2010,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,12.0,0,0,100,100,100,100,1.403935,100,0,0,,100.0,100,0,0,100,100,100,0,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0
Total,2010,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,58.0,0,0,0,0,0,100,1.403935,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,17.0,0,0,100,100,100,100,1.851087,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,4.0,100,0,0,0,0,0,1.851087,100,0,100,0.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,1.0,100,0,0,0,0,0,1.851087,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,8.0,0,100,0,0,100,100,1.851087,100,0,0,,,100,0,0,0,0,100,0,0.0,,,,3.0,100,0,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,6.0,0,100,0,0,100,100,1.851087,100,0,100,,,0,0,0,0,0,0,0,0.0,,,,,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,44.0,0,0,0,0,0,100,1.851087,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,42.0,0,0,0,0,0,100,1.851087,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,33.0,0,0,0,0,0,100,1.851087,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,6.0,0,100,0,0,100,100,1.851087,100,0,0,,,100,0,0,100,0,100,0,0.0,,,,3.0,100,0,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,36.0,0,0,0,0,0,100,1.851087,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Poor,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,8.0,0,100,0,0,100,100,1.851087,100,0,0,,,0,0,0,100,0,0,0,0.0,,,,4.0,100,0,100,0,100.0,0,0,0,0.0
Total,2010,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,36.0,0,0,0,0,0,100,1.851087,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,36.0,0,0,0,0,0,100,1.851087,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,1.0,100,0,0,0,0,0,1.410862,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Poor,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,5.0,100,0,0,0,0,0,1.410862,100,0,0,0.0,,100,0,0,0,0,0,0,,,,,3.0,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,20.0,0,0,100,100,100,100,1.410862,100,0,0,,100.0,100,0,0,100,100,100,0,100.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,18.0,0,0,100,100,100,100,1.410862,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,,0,0,0,0,0,0,1.410862,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,16.0,0,0,100,100,100,100,1.410862,100,0,0,,100.0,100,0,0,100,100,100,0,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0
Total,2010,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0.0,100,0,0,0,0,0,1.410862,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,2.0,100,0,0,0,0,0,1.410862,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,16.0,0,0,100,100,100,100,1.410862,100,0,0,,100.0,100,0,0,100,100,100,0,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0
Total,2010,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,44.0,0,0,0,0,0,100,1.410862,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,6.0,0,100,0,0,100,100,1.410862,100,0,0,,,100,0,0,0,0,0,0,0.0,,,,3.0,100,0,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,32.0,0,0,0,0,0,100,1.410862,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,22.0,0,0,100,100,100,100,1.410862,100,0,0,,100.0,100,0,0,100,100,100,0,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0
Total,2010,Rural,Plain,Poor,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,18.0,0,0,100,100,100,100,1.410862,100,0,0,,100.0,100,100,0,100,100,100,100,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0
Total,2010,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,20.0,0,0,100,100,100,100,1.435526,0,0,0,,0.0,100,100,100,100,100,100,100,100.0,,2.0,,3.0,0,0,100,100,100.0,0,100,100,100.0
Total,2010,Rural,Plain,Poorest,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Secondary,8.0,0,100,0,0,100,100,1.435526,100,0,0,,,100,0,0,100,100,100,0,100.0,,,,3.0,100,0,0,0,100.0,100,0,0,100.0
Total,2010,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,11.0,0,0,100,0,100,100,1.435526,100,0,0,,,100,0,0,100,100,0,0,0.0,,,,4.0,0,100,100,0,100.0,0,0,0,0.0
Total,2010,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,48.0,0,0,0,0,0,100,1.435526,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,27.0,0,0,0,0,0,100,1.435526,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,32.0,0,0,0,0,0,100,1.435526,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,21.0,0,0,100,100,100,100,1.435526,0,0,0,,0.0,100,0,100,100,0,100,0,0.0,,5.0,,4.0,0,0,100,100,100.0,0,100,0,0.0
Total,2010,Rural,Plain,Rich,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,18.0,0,0,100,100,100,100,1.435526,100,0,0,,100.0,100,0,0,100,0,100,100,100.0,,,,4.0,0,100,100,0,100.0,100,0,0,100.0
Total,2010,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,47.0,0,0,0,0,0,100,1.435526,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,45.0,0,0,0,0,0,100,1.435526,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,41.0,0,0,0,0,0,100,1.435526,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Middle,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,45.0,0,0,0,0,0,100,1.435526,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,,0,0,0,0,0,0,1.435526,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,44.0,0,0,0,0,0,100,1.446839,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,42.0,0,0,0,0,0,100,1.446839,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,,0,0,0,0,0,0,1.446839,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,49.0,0,0,0,0,0,100,1.446839,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,15.0,0,0,100,100,100,100,1.446839,100,0,0,,100.0,100,0,0,100,100,100,0,100.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,58.0,0,0,0,0,0,100,1.446839,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Rich,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,9.0,0,0,100,0,100,100,1.446839,100,0,0,,,100,0,0,0,100,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,45.0,0,0,0,0,0,100,1.446839,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Middle,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,11.0,0,0,100,0,100,100,1.446839,100,0,0,,,100,0,100,100,100,100,0,100.0,,3.0,,3.0,0,100,100,0,100.0,100,100,0,100.0
Total,2010,Rural,Plain,Rich,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,13.0,0,0,100,100,100,100,1.391578,100,0,0,,100.0,100,0,0,100,100,100,100,100.0,,,,4.0,0,100,100,0,100.0,100,0,0,100.0
Total,2010,Rural,Plain,Rich,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,55.0,0,0,0,0,0,100,1.391578,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,41.0,0,0,0,0,0,100,1.391578,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,23.0,0,0,100,100,100,100,1.391578,0,0,0,,0.0,100,0,0,100,100,100,100,100.0,,,,3.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,21.0,0,0,100,100,100,100,1.391578,100,0,0,,100.0,100,0,0,0,100,100,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,34.0,0,0,0,0,0,100,1.391578,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Rich,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,45.0,0,0,0,0,0,100,1.391578,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,36.0,0,0,0,0,0,100,1.466435,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,37.0,0,0,0,0,0,100,1.466435,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,15.0,0,0,100,100,100,100,1.466435,100,0,0,,100.0,100,0,0,0,0,0,0,0.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,52.0,0,0,0,0,0,100,1.466435,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Middle,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,,0,0,0,0,0,0,1.466435,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,15.0,0,0,100,100,100,100,1.480411,0,0,0,,0.0,100,0,0,100,0,0,0,0.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,31.0,0,0,0,0,0,100,1.480411,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,46.0,0,0,0,0,0,100,1.480411,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,33.0,0,0,0,0,0,100,1.480411,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,16.0,0,0,100,100,100,100,1.480411,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,14.0,0,0,100,100,100,100,1.480411,100,0,0,,100.0,100,0,100,100,0,100,100,100.0,,1.0,,3.0,0,100,100,0,100.0,100,0,0,100.0
Total,2010,Rural,Plateau,Middle,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: None/ECE,36.0,0,0,0,0,0,100,0.333503,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,54.0,0,0,0,0,0,100,0.333503,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plateau,Richest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,13.0,0,0,100,100,100,100,0.333503,100,0,0,,100.0,100,0,0,100,100,100,0,100.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,17.0,0,0,100,100,100,100,0.333503,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Plateau,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,36.0,0,0,0,0,0,100,0.333503,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plateau,Poorest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: None/ECE,54.0,0,0,0,0,0,100,0.333503,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plateau,Poorest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: None/ECE,17.0,0,0,100,100,100,100,0.333503,100,0,0,,100.0,100,0,0,100,100,100,100,100.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,9.0,0,0,100,0,100,100,0.333503,100,0,0,,,100,0,0,100,0,100,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,38.0,0,0,0,0,0,100,0.309267,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plateau,Poor,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,22.0,0,0,100,100,100,100,0.309267,100,0,0,,100.0,100,0,0,100,0,100,100,100.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Plateau,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,56.0,0,0,0,0,0,100,0.309267,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,24.0,0,0,0,0,0,100,0.309267,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plateau,Poor,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,32.0,0,0,0,0,0,100,0.309267,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,47.0,0,0,0,0,0,100,0.309267,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plateau,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,43.0,0,0,0,0,0,100,0.309267,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,3.0,100,0,0,0,0,0,0.309267,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,40.0,0,0,0,0,0,100,0.309267,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plateau,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,35.0,0,0,0,0,0,100,0.309267,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Plateau,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,35.0,0,0,0,0,0,100,0.309267,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
